Name|Semantic tags|OSM tag|OSM tag proposal|AccessibleMaps Categories|AccessibleMaps Entities|AccessibleMaps Property|AccessibleMaps Sub-Property|A11yJSON tag|A11yJSON property
room containing equipment|<ROOM>|room=equipment|||||||PlaceInfo#category, StructuredAddress#room
room containing printer, plotter etc.|<ROOM>|room=printer||General help for orientation / Technical assistance|Rooms / venues / offices|machine or device|printer||PlaceInfo#category, StructuredAddress#room
room containing props|<ROOM>|room=props|||||||PlaceInfo#category, StructuredAddress#room
room containing tracks|<ROOM>|room=track|||||||PlaceInfo#category, StructuredAddress#room
room for the parish|<ROOM>|room=parish|||||||PlaceInfo#category, StructuredAddress#room
room where a party can be held|<ROOM>|room=party|||||||PlaceInfo#category, StructuredAddress#room
room where celebrations can be held|<ROOM>|room=celebration|||||||PlaceInfo#category, StructuredAddress#room
room where it is possible to do sports|<ROOM>|room=sport|||||||PlaceInfo#category, StructuredAddress#room
room where it is possile to ride|<ROOM>|room=riding|||||||PlaceInfo#category, StructuredAddress#room
sacristy|<ROOM>|room=sacristy|||||||StructuredAddress#room
sales room|<ROOM>|room=sales|||||||StructuredAddress#room
sauna room|<ROOM>|room=sauna|||||||StructuredAddress#room
security check room|<ROOM>|room=security check|||||||
seminar room|<ROOM>|indoor=room|room=seminar|General help for orientation / Technical assistance|Rooms / venues / offices|type [15]|seminar room||PlaceInfo#category, StructuredAddress#room
showroom|<ROOM>|room=showroom|||||||StructuredAddress#room
sign at relaxation room|<ROOM>|ref=user defined, room=relaxation|sign=relaxation_room, sign=yes|Facility daily needs|Relaxation room|sign at room|||
sign at relaxation room exists|<ROOM>|ref=user defined, room=relaxation|sign=relaxation_room, sign=yes|Facility daily needs|Relaxation room|sign at room|existence [14]||
sign at relaxation room indicating seating inside|<ROOM>|indoor_seating=yes, ref=user defined, room=relaxation|sign=indoor_seating, sign=yes|Facility daily needs|Relaxation room|sign at room|seating||
sign at relaxation room written in profile font|<ROOM>|indoor_seating=yes, ref=user defined, room=relaxation, tactile_writing:braille:lg=yes, tactile_writing:computer_braille=yes, tactile_writing:embossed_printed_letters:lg=yes, tactile_writing:engraved_printed_letters:lg=yes, tactile_writing:fakoo:lg=yes, tactile_writing:moon:lg=yes|sign=profile_font|Facility daily needs|Relaxation room|sign at room|profile font||
sign at rooms / venues / offices|<ROOM>|indoor=room, ref=user defined, room=office|sign=yes|General help for orientation / Technical assistance|Rooms / venues / offices|sign|||Restroom#signIcons
sign that a bench / couch is in relaxation room|<ROOM>|amenity=bench, information=guidepost, room=benches, room=relaxation|relaxation=bench, sign=bench, sign=yes|Facility daily needs|Relaxation room|sign at room|bench / couch||Restroom#signIcons
signal room|<ROOM>|room=signal|||||||
sink in relaxation room|<ROOM>|room=relaxation, sink=yes||Facility daily needs|Relaxation room|sink|||
sockets in rooms / venues / offices|<ROOM>|indoor=room, room=office, socket:<type>=user defined, socket:<type>=yes||General help for orientation / Technical assistance|Rooms / venues / offices|sockets|||
solarium room|<ROOM>|room=solarium|||||||StructuredAddress#room
sound studio|<ROOM>|room=sound studio|||||||StructuredAddress#room
stables room|<ROOM>|room=stables|||||||StructuredAddress#room
room where staff can see visitors from inside|<ROOM>|room=staff|staff=visitor||||||Staff#canSeeVisitorsFromInside
staff room|<ROOM>|room=staff|||||||StructuredAddress#room
station concourse|<ROOM>|room=station concourse|||||||
strong room|<ROOM>|room=strong|||||||StructuredAddress#room
structured address room|<ROOM>|addr:door=user defined|||||||StructuredAddress#room
"sufficiently large single room that is suitable for practising sports indoors and does not have a """"centre"""" character"|<ROOM>|leisure=sports_hall|||||||
swimming pool room|<ROOM>|room=swimming-pool|||||||
teaching room|<ROOM>|room=class, room=lecture|room=teaching|General help for orientation / Technical assistance|Rooms / venues / offices|type [15]|teaching room||PlaceInfo#category, StructuredAddress#room
terrace room|<ROOM>|room=terrace|||||||
terrarium room|<ROOM>|room=terrarium|||||||
the ref of the indoor element (e.g. the room number)|<ROOM>|ref=101||General help for orientation / Technical assistance|Rooms / venues / offices|number [2]|||StructuredAddress#room
treatment installation room|<ROOM>|room=treatment installation|||||||
tribune room|<ROOM>|room=tribune|||||||
type of rooms / venues / offices|<ROOM>|room=administration, room=ammunition dump, room=auqarium, room=archive, room=arms depot, room=auditorium, room=aviary, room=baggage carousel, room=balcony, room=baptism, room=bar, room=barn, room=bath, room=bedroom, room=beer garden, room=bell tower, room=benches, room=blueprint, room=bowling alley, room=break, room=breakfast, room=cabin, room=canteen, room=cash point, room=catering, room=chancel, room=chapel, room=check, room=check-in counter, room=check-out counter, room=class, room=celebration, room=common, room=communication, room=computer, room=conference, room=confessional, room=copier, room=corridor, room=delivery, room=departure terminal, room=dining, room=dressing, room=drying, room=effluent treatment, room=elevator, room=emergency call center, room=enclosure, room=engine shed, room=entrance, room=equipment, room=escalator, room=factory, room=fitness, room=food silo, room=fuel depot, room=function, room=gallery, room=greenhouse, room=guest, room=hall, room=hayloft, room=headquarters, room=heating, room=heating system, room=hobby, room=horse, room=hovel, room=hunting lodge, room=industrial, room=information, room=installations, room=kitchen, room=laboratory, room=lecture, room=library, room=living, room=lobby, room=lounge, room=make-up, room=media, room=menagerie, room=monitoring, room=motor pool, room=nursery, room=office, room=panic, room=parish, room=party, room=platform, room=printer, room=prison cell, room=production, room=props, room=projection, room=pub, room=public utility use, room=pulpit, room=pump, room=reception, room=recess, room=recording studio, room=recycling installation, room=refectory, room=relaxation, room=restaurant, room=riding, room=sacristy, room=sales, room=satellite receiver, room=sauna, room=security check, room=shoot alley, room=showroom, room=showers, room=signal, room=slide, room=solarium, room=sound studio, room=sport, room=stable, room=stables, room=staff, room=stage, room=stairs, room=station concourse, room=storage, room=store, room=strong, room=swimming-pool, room=terrace, room=terrarium, room=toilet, room=track, room=treatment installation, room=tribune, room=utility, room=vehicle hall, room=vip, room=vivarium, room=waiting, room=washing-bay, room=washroom, room=waste container, room=workshop||General help for orientation / Technical assistance|Rooms / venues / offices|type [15]|||PlaceInfo#category, StructuredAddress#room
utility room|<ROOM>|room=utility|||||||StructuredAddress#room
vehicle hall|<ROOM>|room=vehicle hall|||||||StructuredAddress#room
vivarium room|<ROOM>|room=vivarium|||||||
waiting room|<ROOM>|room=waiting|||||||StructuredAddress#room
washroom|<ROOM>|room=washroom|||||||Restroom#washBasin, StructuredAddress#room, WashBasin#accessibleWithWheelchair, WashBasin#height, WashBasin#isLocatedInsideRestroom, WashBasin#spaceBelowDepth, WashBasin#spaceBelowHeight
wires or cables installation room|<ROOM>|room=installations||General help for orientation / Technical assistance|Rooms / venues / offices|installation|wires or cables||
workshop|<ROOM>|room=workshop||||||StructuredAddress#room|
description of accessible way to rooms / venues / offices|<ROOM> <NAV>|access=yes, access:blind=yes, access:blind=limited, access:blind=no, access:deaf=yes, access:deaf=limited, access:deaf=no, access:disabled=yes, access:disabled=customers, access:disabled=user defined, access:disabled=permissive, access:disabled=no, access:disabled=designated, access:disabled=private, access:disabled=bad, access:disabled=destination, access:disabled=only, access:mental_disabled=yes, access:mental_disabled=limited, access:mental_disabled=no, blind:description:lg=user defined, deaf:description:lg=user defined, description=user defined, ref=user defined, wheelchair:description:lg=user defined, wheelchair=yes||General help for orientation / Technical assistance|Rooms / venues / offices|accessible way (description)||Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, EquipmentProperties#description, EquipmentProperties#longDescription, EquipmentProperties#shortDescription, PlaceInfo#accessibility, PlaceInfo#description, StructuredAddress#room
description of the accessible way with a sequence of room ID's|<ROOM> <NAV>|blind:description:lg=user defined, deaf:description:lg=user defined, description=user defined, ref=user defined, wheelchair:description:lg=user defined, wheelchair=yes||General help for orientation / Technical assistance|Rooms / venues / offices|accessible way (description)|sequence of room ID's [2]|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, EquipmentProperties#description, EquipmentProperties#longDescription, EquipmentProperties#originalId, EquipmentProperties#originalPlaceInfoId, EquipmentProperties#placeInfoId, EquipmentProperties#shortDescription, PlaceInfo#accessibility, PlaceInfo#description, PlaceInfo#originalId
description of the shortest way to the room|<ROOM> <NAV>|blind:description:lg=user defined, deaf:description:lg=user defined, description=user defined, ref=user defined, wheelchair:description:lg=user defined|route=shortest|General help for orientation / Technical assistance|Rooms / venues / offices|shortest way to the room (description)|||EquipmentProperties#description, EquipmentProperties#longDescription, EquipmentProperties#shortDescription, PlaceInfo#description
description of the shortest way to the room / lecturer zone / auditorium via entrance number|<ROOM> <NAV>|blind:description:lg=user defined, deaf:description:lg=user defined, description=user defined, ref=user defined, room=auditorium, room=lecture, wheelchair:description:lg=user defined|route=shortest|General help for orientation / Technical assistance|Rooms / venues / offices|shortest way to the room (description)|via entrance number (to the lecturer zone, auditorium)||EquipmentProperties#description, EquipmentProperties#longDescription, EquipmentProperties#shortDescription, PlaceInfo#description
description of the shortest accessible way via entrance number|<ROOM> <NAV>|blind:description:lg=user defined, deaf:description:lg=user defined, description=user defined, entrance=yes, entrance=main, entrance=secondary, entrance=service, entrance=exit, entrance=emergency, entrance=staircase, entrance=home, entrance=garage, ref=user defined, wheelchair:description:lg=user defined, wheelchair=yes|route=accessible, route=shortest|General help for orientation / Technical assistance|Rooms / venues / offices|accessible way (description)|via entrance number (is the shortest way)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, EquipmentProperties#description, EquipmentProperties#longDescription, EquipmentProperties#shortDescription, PlaceInfo#accessibility, PlaceInfo#description
description of the shortest way to the room with a sequence of room ID's|<ROOM> <NAV>|blind:description:lg=user defined, deaf:description:lg=user defined, description=user defined, ref=user defined, wheelchair:description:lg=user defined|route=shortest|General help for orientation / Technical assistance|Rooms / venues / offices|shortest way to the room (description)|sequence of room ID's [1]||EquipmentProperties#description, EquipmentProperties#longDescription, EquipmentProperties#originalId, EquipmentProperties#originalPlaceInfoId, EquipmentProperties#placeInfoId, EquipmentProperties#shortDescription, PlaceInfo#description, PlaceInfo#originalId
room containing check-in counter|<ROOM> <SERV>|room=check-in counter|||||||PlaceInfo#category, StructuredAddress#room
room containing check-out counter|<ROOM> <SERV>|room=check-out counter|||||||PlaceInfo#category, StructuredAddress#room
room containing showers|<ROOM> <SERV>|room=showers||General help for orientation / Technical assistance|Rooms / venues / offices|type [15]|shower||PlaceInfo#category, Restroom#hasShower, Restroom#shower, Shower#hasErgonomicHandle, Shower#hasShowerSeat, Shower#hasSupportRails, Shower#isLevel, Shower#showerSeatIsFolding, Shower#showerSeatIsRemovable, Shower#step, Shower#supportRailsAreAboveAndBelowControls, StructuredAddress#room
